"We're sorry this happened. It looks like something did not go as expected. To continue, press OK — this will reload the page automatically and try to resolve the issue.","We're sorry this happened. It looks like something did not go as expected. To continue, press OK — this will reload the page automatically and try to resolve the issue."
"The previous active payment method is no longer available. To complete your order, please select a different payment option.","The previous active payment method is no longer available. To complete your order, please select a different payment option."
"""%1"" is a required field.","""%1"" is a required field."
"Street Address line one is a required field.","Street Address line one is a required field."
"Street Address line two is a required field.","Street Address line two is a required field."
"Street Address line three is a required field.","Street Address line three is a required field."
"No shipping methods available.","No shipping methods available."
"The shipping method is missing. Select the shipping method and try again.","The shipping method is missing. Select the shipping method and try again."
"%1 Excl. Tax","%1 Excl. Tax"
"Back to Cart","Back to Cart"
"Cart","Cart"
"Checkout Main","Checkout Main"
"Confirmation","Confirmation"
"Discount code","Discount code"
"Free","Free"
"Review Your Order","Review Your Order"
"Show all","Show all"
"Show less","Show less"
"You are being redirected. Please wait...","You are being redirected. Please wait..."
"Sorry, an unexpected error occurred","Sorry, an unexpected error occurred"
"Evaluation Malfunction","Evaluation Malfunction"
"Force","Force"
"Something went wrong while trying to load the checkout.","Something went wrong while trying to load the checkout."
"Step not found.","Step not found."
